fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,default_12m
718,122584,0.46,16,0.71,7,32335,36,17.12,Partner,Auto,14,CA,21,0
705,125018,0.04,20,0.09,8,23286,36,30.24,Partner,Personal,35,TX,23,0
733,147533,0.07,20,0.44,3,10171,36,10.79,Partner,Home_Improvement,4,PA,71,0
578,108530,0.63,1,0.41,3,43850,60,18.75,Partner,Auto,37,CA,35,0
573,83617,0.56,4,0.01,10,4274,36,29.62,Direct,Home_Improvement,4,MI,73,0
755,104996,0.1,18,0.55,5,14974,36,22.79,Direct,Personal,26,CA,31,0
601,185726,0.49,5,0.02,7,6290,36,5.22,Mail,Home_Improvement,18,IL,47,0
672,65756,0.49,1,0.6,7,41111,36,23.82,Partner,Debt_Consolidation,15,CA,33,1
826,153048,0.18,20,0.66,4,4477,36,8.38,Direct,Auto,31,Other,32,1
782,31355,0.08,1,0.92,2,11357,36,19.55,Direct,Auto,37,GA,58,0
716,79711,0.08,13,0.87,6,15461,36,19.13,Direct,Auto,39,CA,50,0
566,169072,0.05,4,0.11,7,31053,36,10.14,Direct,Auto,40,IL,60,0
817,148244,,6,0.59,7,19295,36,26.9,Partner,Personal,37,FL,35,1
790,152177,0.03,16,0.39,,30651,60,12.22,Partner,Personal,13,GA,29,0
632,140398,0.69,18,0.02,7,31393,36,31.23,Direct,Auto,29,NY,66,1
688,180563,0.43,6,0.79,1,41662,36,27.07,Direct,Business,3,OH,28,0
584,166999,0.57,6,0.14,5,16639,60,8.41,Direct,Business,13,IL,69,0
726,138596,0.39,16,0.83,7,47519,60,25.35,Partner,Personal,4,OH,33,0
589,48669,0.13,3,0.7,7,10863,36,20.62,Partner,Personal,34,Other,29,0
816,188996,0.27,18,0.34,10,22384,60,22.8,Partner,Auto,19,NY,57,1
697,32404,0.12,9,0.46,2,41542,36,26.35,Direct,Business,9,MI,31,0
567,194470,0.25,11,0.15,7,36380,36,21.01,Direct,Personal,9,Other,50,0
701,144232,0.72,18,0.67,9,48745,60,15.16,Direct,Debt_Consolidation,35,CA,28,0
848,158001,0.18,8,0.2,1,36285,60,25.31,Mail,Business,31,NY,41,0
768,116896,0.31,0,0.28,5,21190,60,31.23,Direct,Home_Improvement,26,NY,72,0
594,57654,0.17,15,0.99,8,22981,36,32.99,Partner,Debt_Consolidation,40,CA,38,1
645,120078,0.23,15,0.04,4,39352,36,19.82,Partner,Personal,9,MI,37,0
675,27456,0.1,8,0.49,,40248,36,22.43,Partner,Auto,30,OH,65,0
847,35338,0.12,14,0.88,2,24421,36,6.59,Direct,Home_Improvement,3,Other,39,1
635,162530,0.26,10,0.83,10,20731,36,25.56,Partner,Personal,9,IL,21,1
633,46848,0.17,16,0.22,3,37612,60,25.69,Mail,Auto,7,GA,47,0
776,176670,0.42,10,0.17,4,2884,36,11.67,Mail,Personal,8,TX,34,1
797,133048,0.03,3,0.03,10,34651,60,6.78,Direct,Personal,0,CA,69,0
624,92712,0.76,11,0.35,8,48746,60,12.25,Partner,Personal,0,IL,54,1
600,76102,0.74,15,0.37,9,13132,60,25.21,Direct,Auto,27,Other,34,0
734,95568,0.45,1,0.08,7,8583,36,13.51,Partner,Debt_Consolidation,28,Other,35,0
793,198030,0.29,0,1.0,7,45046,36,16.89,Partner,Home_Improvement,25,CA,46,0
652,175965,0.68,12,0.12,6,48526,60,13.36,Partner,Home_Improvement,25,FL,43,0
782,48321,0.1,15,0.5,10,9821,36,7.99,Direct,Personal,11,OH,45,0
802,142164,0.16,15,0.49,4,36549,36,29.28,Partner,Personal,27,NC,28,0
835,192860,0.69,9,0.88,2,33209,36,9.03,Partner,Debt_Consolidation,31,CA,63,0
743,181727,0.54,9,0.32,0,39696,36,8.85,Direct,Auto,40,IL,42,0
675,84910,0.19,9,0.59,1,20982,36,15.13,Direct,Debt_Consolidation,27,NY,57,1
715,170087,0.08,15,0.1,10,14494,36,19.9,Partner,Home_Improvement,19,TX,44,0
824,76119,0.23,1,0.3,9,27347,36,23.74,Mail,Home_Improvement,37,IL,42,0
808,98619,0.35,17,0.31,6,27365,36,23.75,Direct,Auto,1,TX,61,0
789,90237,0.75,17,0.81,6,38101,36,20.67,Direct,Personal,19,TX,75,0
632,87225,0.55,7,0.41,1,10827,36,5.83,Partner,Debt_Consolidation,27,PA,48,0
692,192666,0.44,20,0.85,7,2304,36,30.79,Direct,Home_Improvement,26,Other,44,0
806,51625,0.42,18,0.95,8,17502,60,31.54,Direct,Personal,21,MI,74,0
623,48000,0.14,8,0.44,4,39632,36,19.71,Direct,Business,27,FL,51,0
560,189187,0.77,19,0.03,10,4583,36,12.59,Direct,Home_Improvement,7,GA,55,0
680,98876,0.07,7,0.3,2,29760,36,31.38,Partner,Debt_Consolidation,5,CA,73,0
601,62033,,16,0.07,6,40460,60,27.13,Direct,Personal,11,CA,61,0
844,41556,0.09,7,0.52,10,9525,60,25.57,Partner,Debt_Consolidation,8,PA,37,0
743,169524,0.18,0,0.92,10,41108,36,32.21,Mail,Personal,10,GA,24,1
840,50762,0.01,16,0.44,7,45145,60,8.56,Partner,Personal,17,Other,39,0
646,129662,0.14,4,0.03,4,16432,60,18.53,Direct,Home_Improvement,5,OH,21,0
746,130963,0.59,8,0.07,8,4850,36,14.99,Direct,Business,38,Other,66,1
836,30780,0.46,8,0.17,7,23228,60,8.96,Direct,Debt_Consolidation,7,CA,41,1
770,94167,0.72,8,0.61,4,34880,36,18.07,Direct,Home_Improvement,9,PA,56,0
683,62874,0.56,13,0.12,7,3673,60,15.7,Partner,Debt_Consolidation,9,PA,28,0
689,167651,0.71,18,0.21,0,35472,60,10.42,Mail,Personal,6,PA,42,0
628,27569,0.06,15,0.45,4,39941,36,14.88,Direct,Home_Improvement,36,NY,29,1
586,163433,0.76,12,0.09,4,12666,36,33.95,Mail,Personal,10,Other,45,0
708,199558,0.48,11,0.67,5,34597,36,19.69,Mail,Debt_Consolidation,27,IL,26,0
570,154569,0.27,14,0.68,10,45973,36,32.92,Partner,Home_Improvement,29,CA,48,1
768,97458,0.45,17,0.08,0,34647,36,20.32,Direct,Debt_Consolidation,16,GA,43,0
641,67764,0.67,1,0.08,4,21574,60,26.72,Partner,Debt_Consolidation,21,MI,72,0
552,123529,0.09,5,0.66,7,46338,36,31.06,Mail,Home_Improvement,39,PA,73,0
704,42973,0.1,0,0.19,0,46615,36,30.77,Direct,Home_Improvement,27,OH,74,0
635,59956,0.59,14,0.96,7,2286,60,22.56,Direct,Home_Improvement,3,MI,42,1
846,176195,0.58,9,0.04,6,32857,60,22.73,Partner,Home_Improvement,31,MI,35,0
792,50655,0.4,20,0.35,6,2363,36,13.64,Direct,Debt_Consolidation,14,TX,58,0
617,96911,0.58,12,0.96,10,43762,36,28.88,Partner,Auto,18,OH,65,1
802,99600,0.19,17,0.05,0,24513,36,15.71,Direct,Auto,2,Other,72,0
682,109213,0.63,1,0.77,8,18530,36,30.6,Mail,Home_Improvement,3,CA,49,0
602,167448,0.03,3,0.17,1,14460,36,9.71,Direct,Debt_Consolidation,6,PA,30,0
762,21726,0.2,15,0.34,8,12223,36,12.98,Partner,Debt_Consolidation,15,OH,30,0
814,198834,0.29,0,0.44,0,48030,60,33.31,Direct,Debt_Consolidation,10,Other,48,1
579,185572,0.78,16,0.97,6,27345,60,31.21,Partner,Debt_Consolidation,17,FL,54,1
776,110505,0.71,20,0.4,3,20761,36,6.11,Direct,Home_Improvement,8,NC,54,0
631,26139,0.02,17,0.59,3,20919,36,34.61,Direct,Personal,40,NY,53,0
670,172461,0.45,20,0.67,9,16324,36,13.98,Partner,Auto,8,IL,66,0
734,139094,0.08,13,0.83,1,7045,36,17.75,Direct,Personal,33,CA,46,0
800,129293,0.66,4,0.51,7,47605,60,8.88,Partner,Auto,13,CA,50,0
759,48923,0.1,18,0.29,8,11046,36,16.14,Mail,Debt_Consolidation,9,PA,30,0
551,52067,0.44,2,0.87,6,32534,60,14.29,Direct,Debt_Consolidation,38,NY,29,0
716,43413,0.64,19,0.41,3,26912,36,21.23,Mail,Auto,5,GA,31,0
648,182189,0.43,1,0.96,8,13412,60,20.08,Direct,Home_Improvement,1,PA,38,0
823,179083,0.26,18,0.04,0,23279,36,10.42,Direct,Debt_Consolidation,5,NY,28,0
636,35443,0.49,10,0.18,0,20531,36,7.96,Direct,Auto,7,TX,24,1
747,50167,0.22,10,0.46,6,5289,60,5.87,Partner,Business,35,CA,58,0
806,73335,0.63,4,0.37,2,17066,60,33.58,Mail,Home_Improvement,29,CA,74,0
689,176727,0.2,12,1.0,10,14943,60,30.22,Direct,Personal,4,PA,40,0
808,103441,0.71,10,1.0,7,18892,36,24.87,Direct,Personal,21,Other,22,0
638,128308,0.44,15,0.76,8,6318,36,21.16,Mail,Auto,7,NY,43,0
613,141292,0.3,6,0.44,3,49702,36,27.75,Partner,Home_Improvement,39,TX,61,1
693,149194,0.72,19,0.21,3,42840,36,8.33,Direct,Debt_Consolidation,12,TX,63,0
841,79759,0.7,8,0.19,10,2515,60,23.43,Partner,Auto,27,CA,62,0
758,91836,0.1,16,0.47,5,34898,36,31.51,Direct,Personal,28,NY,41,1
766,39514,0.73,6,0.16,4,5118,36,5.84,Direct,Personal,21,MI,74,0
720,156229,0.64,2,0.78,9,29739,36,23.76,Partner,Personal,2,CA,45,1
771,37246,0.08,1,0.56,4,25999,36,7.87,Partner,Personal,39,IL,21,0
563,139033,0.41,18,0.19,1,1805,60,26.4,Partner,Auto,8,Other,61,0
615,101701,0.47,16,0.96,5,21394,60,31.56,Partner,Personal,,FL,39,1
809,166656,0.69,13,0.34,3,42979,36,28.56,Direct,Home_Improvement,29,GA,59,0
571,150005,,0,0.64,,31574,60,11.39,Direct,Auto,24,MI,34,0
834,50196,0.11,14,0.19,9,24587,36,34.26,Direct,Personal,16,TX,67,1
620,119332,0.52,3,0.34,3,20993,60,12.2,Partner,Home_Improvement,39,Other,48,0
648,159606,0.3,11,0.32,6,42690,36,32.63,Partner,Home_Improvement,18,Other,71,0
800,74850,0.58,15,0.79,9,5251,36,20.26,Partner,Home_Improvement,31,PA,54,0
803,144192,0.21,12,0.64,9,43581,36,11.22,Mail,Debt_Consolidation,13,TX,40,1
701,136524,0.42,7,0.58,7,34571,60,15.09,Direct,Debt_Consolidation,31,FL,41,1
592,97206,0.67,16,0.55,1,19115,36,7.95,Direct,Personal,12,TX,64,0
828,88455,0.01,9,0.28,5,27464,36,29.66,Partner,Personal,9,OH,46,1
832,142876,,14,0.34,1,21517,36,17.86,Mail,Debt_Consolidation,35,NY,22,1
723,79111,0.34,12,0.76,8,20637,36,22.61,Partner,Personal,21,CA,57,0
654,122402,0.05,12,0.19,1,22550,60,33.86,Partner,Debt_Consolidation,35,TX,32,0
669,96311,0.53,2,0.45,5,34982,36,10.15,Mail,Debt_Consolidation,7,TX,29,0
616,73916,0.25,15,0.16,9,21336,60,11.09,Partner,Debt_Consolidation,9,TX,49,0
844,30245,0.59,9,0.65,7,23726,36,16.73,Partner,Auto,11,NY,60,0
751,31446,0.19,5,0.27,10,36241,36,25.0,Direct,Home_Improvement,31,Other,47,0
780,63211,0.2,16,0.04,0,5796,60,16.43,Partner,Auto,0,NY,37,1
584,41639,0.44,7,0.71,7,10191,60,29.61,Partner,Personal,6,CA,32,1
733,66645,0.17,1,0.89,8,15166,60,25.9,Partner,Auto,6,OH,45,0
653,85457,0.3,7,0.2,0,28635,36,34.68,Direct,Personal,14,OH,27,1
837,184308,0.15,6,0.93,6,29041,36,11.97,Direct,Debt_Consolidation,20,CA,21,0
738,31518,0.05,6,0.41,9,33740,36,26.38,Partner,Business,16,IL,27,0
712,194685,0.39,10,0.02,9,30419,36,20.33,Partner,Debt_Consolidation,0,GA,35,1
674,182467,0.06,4,0.37,4,14239,36,16.27,Partner,Personal,28,GA,68,0
697,26211,0.18,10,0.34,3,36344,36,32.2,Partner,Personal,14,GA,59,0
801,38346,0.76,1,0.63,2,14383,36,7.75,Partner,Auto,15,Other,53,1
696,171105,0.36,20,0.2,7,6243,36,16.95,Direct,Debt_Consolidation,27,PA,69,1
592,98703,,4,0.55,2,17861,36,18.91,Direct,Debt_Consolidation,4,IL,42,1
801,126051,0.74,12,0.97,5,26168,60,14.23,Mail,Personal,7,Other,45,0
728,153590,0.57,20,0.69,0,43657,36,32.8,Partner,Personal,23,CA,61,0
676,177849,0.46,5,0.01,1,43231,36,16.93,Partner,Business,12,PA,48,1
745,173637,0.25,13,0.75,1,8161,60,28.3,Direct,Personal,,NC,65,0
697,132970,0.14,11,0.19,2,13977,60,10.46,Mail,Debt_Consolidation,11,MI,33,1
759,135534,0.5,19,0.11,,11887,36,13.79,Direct,Personal,37,FL,36,1
571,45386,0.17,0,0.38,8,18421,60,19.2,Direct,Debt_Consolidation,21,NY,41,0
732,106574,0.65,0,0.46,,48528,36,5.77,Direct,Debt_Consolidation,15,Other,44,0
714,24359,0.51,1,0.97,5,45428,60,12.01,Direct,Home_Improvement,22,MI,48,0
601,120888,0.24,6,0.71,8,38479,60,5.95,Direct,Personal,35,MI,50,1
595,47648,0.35,0,0.16,5,26132,36,11.61,Direct,Debt_Consolidation,7,Other,63,1
664,170987,0.61,19,0.06,5,25707,36,24.62,Partner,Business,14,NY,35,1
843,116400,0.1,10,0.95,9,49294,36,14.32,Partner,Personal,27,NY,41,0
663,47940,0.32,17,0.85,5,10483,36,30.12,Direct,Debt_Consolidation,9,IL,68,0
843,145378,0.5,6,0.5,6,4854,36,9.58,Partner,Auto,14,Other,65,0
703,192818,0.73,5,0.99,8,26708,36,17.67,Direct,Debt_Consolidation,4,NY,54,0
847,34188,0.68,9,0.46,2,38824,36,18.26,Direct,Auto,12,TX,68,0
625,118711,0.76,13,0.68,2,4691,36,15.67,Direct,Business,32,CA,62,1
704,176278,0.76,20,0.75,10,44156,36,28.33,Mail,Home_Improvement,28,FL,44,1
665,26036,0.47,18,0.48,1,39854,36,16.52,Mail,Home_Improvement,8,FL,27,0
824,158959,0.39,16,0.84,8,47776,36,27.61,Direct,Home_Improvement,38,CA,65,1
655,191085,0.13,17,0.26,0,6545,36,20.18,Direct,Debt_Consolidation,0,NY,36,0
710,157013,0.73,11,0.61,8,14752,36,24.88,Direct,Personal,13,CA,29,0
588,164139,0.2,12,0.65,2,27218,60,7.5,Direct,Debt_Consolidation,34,GA,34,0
811,178582,0.13,4,0.32,6,25834,36,33.92,Direct,Personal,35,PA,47,1
665,91734,0.01,12,0.98,3,25814,36,28.48,Direct,Debt_Consolidation,37,Other,73,0
574,64760,0.25,12,0.18,10,35844,60,22.84,Partner,Debt_Consolidation,0,CA,64,0
577,187560,0.78,7,0.68,6,47319,60,10.49,Mail,Auto,17,PA,48,0
710,43629,0.51,2,0.73,1,11820,60,6.72,Partner,Home_Improvement,0,PA,48,0
822,52687,0.32,19,0.19,0,47803,36,26.08,Partner,Personal,33,GA,64,0
588,116220,0.67,16,0.35,0,28703,60,16.37,Direct,Personal,15,Other,74,0
659,20585,,18,0.39,4,43137,60,29.77,Direct,Debt_Consolidation,31,IL,24,0
731,22323,0.08,15,0.2,8,34706,36,17.32,Mail,Personal,16,NC,35,0
687,48493,0.79,14,0.16,5,49961,36,5.17,Mail,Home_Improvement,18,CA,23,0
686,51140,0.34,17,0.5,10,47813,36,14.75,Partner,Auto,24,PA,29,1
671,33641,0.54,10,0.43,9,49328,36,18.03,Direct,Debt_Consolidation,15,NC,60,1
769,72012,0.38,3,0.7,8,41049,36,10.66,Mail,Home_Improvement,7,CA,29,0
652,43838,0.69,12,0.41,4,46885,36,11.65,Direct,Personal,3,NY,40,0
550,33665,0.53,10,0.21,7,19360,60,8.02,Direct,Business,,FL,28,1
735,174379,0.42,11,0.24,4,14764,60,16.52,Mail,Personal,7,NC,23,0
829,182269,0.27,15,0.99,3,35967,36,6.31,Direct,Home_Improvement,35,TX,43,0
764,157301,0.75,16,0.79,2,40266,36,25.9,Direct,Personal,12,IL,68,0
837,122300,0.32,8,0.21,0,11485,60,11.53,Partner,Auto,29,MI,53,0
832,51222,0.14,1,0.53,4,3561,36,33.26,Direct,Personal,3,Other,62,1
716,41822,0.76,17,0.26,,27761,60,13.85,Mail,Home_Improvement,22,CA,35,0
848,47903,0.58,12,0.95,4,42040,60,21.53,Partner,Personal,37,TX,61,1
597,150013,0.15,5,0.82,2,13377,60,19.72,Partner,Home_Improvement,10,CA,32,0
782,189114,,3,0.72,2,48629,36,23.1,Direct,Personal,2,MI,29,1
604,162179,0.59,10,0.85,1,14259,36,19.41,Partner,Debt_Consolidation,21,TX,51,1
572,46952,0.44,3,0.51,6,10295,36,32.37,Direct,Debt_Consolidation,18,CA,35,0
664,46669,0.77,9,0.36,9,22870,36,15.81,Mail,Personal,9,CA,32,0
704,183776,0.65,11,0.88,4,33718,36,32.99,Partner,Home_Improvement,0,CA,30,1
607,171478,0.34,8,0.14,5,9358,36,28.03,Direct,Debt_Consolidation,26,PA,59,0
764,164005,0.4,17,0.49,8,16080,36,7.51,Partner,Debt_Consolidation,14,NC,65,1
606,35617,0.73,11,0.85,2,20313,60,9.32,Mail,Business,15,Other,34,0
743,26906,0.56,13,0.37,1,44433,60,7.21,Partner,Auto,23,CA,30,0
820,98514,0.38,10,0.44,10,46563,36,13.6,Direct,Auto,11,CA,53,1
682,169963,0.4,7,0.42,2,18814,36,20.65,Mail,Personal,39,TX,24,0
710,191101,0.51,12,0.16,5,43378,36,10.84,Direct,Personal,21,IL,22,1
708,69215,0.44,20,0.93,3,18640,36,34.3,Partner,Home_Improvement,2,MI,24,1
750,113280,0.78,3,0.33,8,7619,60,29.22,Direct,Home_Improvement,37,NY,75,1
668,76530,0.65,20,0.14,2,33874,60,34.77,Partner,Debt_Consolidation,28,NC,71,0
672,74741,0.8,19,0.07,2,38152,60,7.92,Direct,Auto,5,FL,52,1
736,112633,0.07,5,0.71,7,17904,60,34.35,Partner,Debt_Consolidation,7,Other,57,0
812,183743,0.76,11,0.08,6,34157,60,12.88,Mail,Home_Improvement,3,OH,68,0
742,61472,0.46,2,0.22,7,44853,36,15.47,Direct,Debt_Consolidation,6,MI,26,0
725,178431,0.39,15,0.11,7,3508,60,9.67,Direct,Home_Improvement,2,FL,59,0
659,34176,0.17,0,0.95,10,28716,36,12.56,Direct,Personal,5,FL,40,0
769,109658,0.77,9,0.16,5,28466,60,19.26,Partner,Personal,22,GA,65,0
846,181615,0.12,10,0.01,7,10665,60,30.93,Direct,Business,33,NY,67,0
661,69193,0.34,17,0.77,9,25743,36,15.44,Mail,Business,,IL,44,0
805,190108,0.8,13,0.41,5,36551,36,20.7,Partner,Personal,27,TX,44,0
695,182627,0.75,3,1.0,1,6874,36,23.49,Direct,Debt_Consolidation,34,NC,27,0
658,78426,0.62,17,0.38,3,31774,36,15.52,Partner,Debt_Consolidation,25,Other,21,0
762,196501,0.19,13,0.03,0,11051,36,30.22,Partner,Home_Improvement,10,FL,57,0
576,171480,0.34,20,0.39,2,27418,36,20.52,Direct,Personal,32,MI,28,0
654,44446,0.07,13,0.01,9,11030,36,23.54,Partner,Business,1,IL,68,0
663,97836,0.16,7,0.73,6,18070,36,13.25,Mail,Home_Improvement,37,OH,27,1
735,74518,0.31,15,0.8,,5821,60,33.78,Direct,Home_Improvement,20,NY,61,0
840,185468,0.49,1,0.12,5,23726,60,34.85,Partner,Personal,16,PA,28,1
661,27732,0.26,7,0.08,2,18536,36,19.45,Mail,Debt_Consolidation,18,IL,50,0
638,71872,0.55,8,0.96,1,39249,60,14.35,Partner,Business,28,PA,48,0
582,137808,0.13,1,0.96,4,39461,36,13.8,Partner,Home_Improvement,22,Other,46,1
587,76409,0.53,11,0.15,5,9015,36,14.56,Direct,Debt_Consolidation,20,NY,35,0
588,170457,0.71,13,0.68,6,21826,36,10.94,Direct,Debt_Consolidation,17,CA,47,1
560,94720,0.01,18,0.99,7,19636,36,30.25,Direct,Auto,2,Other,42,1
754,40910,0.45,10,0.49,0,26777,36,25.89,Direct,Auto,7,Other,74,0
603,104635,0.69,13,0.23,1,13527,36,29.48,Partner,Personal,3,GA,37,1
744,90755,0.56,4,0.58,1,9276,36,30.86,Partner,Auto,26,Other,61,0
693,104387,0.62,15,0.23,4,20414,36,15.59,Partner,Personal,,OH,65,1
603,109246,0.17,18,0.76,8,21536,36,26.26,Partner,Auto,8,CA,35,0
754,69270,0.05,13,0.16,4,38830,36,9.42,Mail,Home_Improvement,29,TX,32,0
658,59484,0.32,13,0.51,0,29923,36,16.09,Direct,Debt_Consolidation,12,Other,39,1
605,198562,0.04,7,0.96,3,8548,36,31.85,Partner,Personal,17,PA,35,0
803,73924,0.14,6,0.35,4,47258,60,13.64,Direct,Personal,39,Other,51,0
635,69111,,14,0.14,0,44649,60,17.84,Direct,Business,10,Other,64,0
573,24558,0.45,9,0.84,8,33974,36,27.65,Partner,Personal,21,MI,49,0
784,23554,0.66,9,0.71,8,44511,60,19.53,Direct,Debt_Consolidation,9,OH,47,1
734,74082,0.6,6,0.92,6,42860,36,33.96,Mail,Home_Improvement,28,Other,54,1
691,101087,0.15,18,0.52,5,41132,36,18.0,Direct,Business,18,MI,28,0
633,99598,0.39,2,0.8,0,30744,36,11.52,Partner,Personal,0,PA,48,0
807,194411,0.77,17,0.16,1,47740,36,9.28,Partner,Debt_Consolidation,18,Other,35,1
683,99173,0.48,5,0.56,10,22134,60,9.18,Partner,Personal,12,NY,40,1
773,45176,0.11,14,0.69,8,45902,36,19.05,Direct,Debt_Consolidation,1,NY,56,1
741,53364,0.5,18,0.88,0,26733,36,17.09,Direct,Auto,29,Other,74,1
599,96172,0.45,10,0.86,1,49527,60,25.23,Partner,Personal,9,TX,56,1
553,147128,0.5,6,0.11,0,11028,60,31.4,Partner,Personal,1,CA,74,0
644,81584,0.67,17,0.26,9,45651,60,30.78,Partner,Debt_Consolidation,11,OH,30,1
601,174340,0.39,8,0.39,1,31406,36,29.4,Direct,Personal,24,CA,21,0
731,56517,0.37,14,0.28,2,24445,60,30.68,Partner,Debt_Consolidation,24,GA,53,0
692,192607,0.24,12,0.07,10,32702,36,33.88,Partner,Personal,32,GA,70,0
849,181867,0.66,2,0.04,2,16184,36,24.96,Direct,Home_Improvement,14,FL,70,1
765,36874,0.05,8,0.11,1,29936,36,23.2,Partner,Business,28,FL,45,0
696,79112,0.16,5,0.43,8,13602,36,22.46,Partner,Home_Improvement,8,TX,21,0
820,150069,0.15,6,0.57,7,33823,36,15.69,Mail,Auto,28,MI,48,0
601,50913,0.4,1,0.6,5,2477,36,29.64,Direct,Auto,22,NY,25,1
709,124653,0.49,17,0.7,1,39192,60,33.11,Mail,Home_Improvement,26,CA,37,1
718,193889,0.73,1,0.24,1,37952,60,26.09,Partner,Personal,26,Other,59,0
804,153065,0.18,11,0.43,4,15926,36,32.94,Direct,Auto,38,TX,45,0
614,132648,0.56,17,0.14,7,8732,60,34.48,Direct,Personal,3,NY,36,1
557,85515,0.65,2,0.06,7,12835,36,6.31,Direct,Home_Improvement,18,TX,29,0
828,73965,0.4,11,0.9,3,30067,36,33.24,Partner,Personal,33,OH,38,1
590,73360,0.73,16,0.23,8,14812,36,16.17,Partner,Personal,28,Other,62,0
746,98751,0.66,2,0.06,9,26161,60,5.57,Direct,Debt_Consolidation,24,TX,32,0
722,88821,0.65,18,0.22,0,23344,60,18.02,Direct,Home_Improvement,3,GA,72,1
823,141504,0.34,18,0.77,4,11652,36,19.02,Mail,Personal,17,Other,72,0
690,114816,0.21,8,0.78,9,1808,36,14.21,Partner,Auto,,Other,50,1
834,77106,0.33,18,0.94,4,40998,60,14.42,Direct,Personal,17,NC,37,0
569,68301,0.55,14,0.58,0,37268,36,6.82,Partner,Personal,22,TX,55,0
811,40303,0.19,10,0.57,10,28260,36,24.26,Mail,Personal,23,FL,42,1
698,59338,0.73,0,0.11,3,21519,60,26.47,Partner,Auto,13,GA,45,0
590,40266,0.77,7,0.57,9,42308,60,27.02,Partner,Personal,3,Other,59,0
674,114886,0.18,10,0.75,1,46421,36,18.35,Mail,Debt_Consolidation,35,CA,53,1
667,169249,0.66,4,0.93,3,27713,60,24.98,Partner,Auto,7,FL,26,1
782,24066,0.13,13,0.26,8,47621,60,27.29,Direct,Personal,10,NY,25,1
755,165998,0.19,9,0.12,5,39763,60,23.5,Mail,Personal,22,GA,49,0
810,41964,0.12,0,0.59,5,45165,60,16.38,Direct,Debt_Consolidation,6,IL,35,0
768,94778,0.26,10,0.76,2,3748,36,17.92,Direct,Auto,22,FL,39,0
604,80732,0.53,4,0.1,8,34338,36,5.82,Mail,Business,12,PA,21,0
768,136608,0.42,14,0.29,1,47940,36,18.33,Direct,Personal,17,Other,67,0
721,92380,0.36,16,0.67,1,47321,36,31.77,Direct,Personal,33,GA,41,0
554,84464,0.11,12,0.87,,45128,36,12.96,Direct,Auto,18,GA,29,0
835,180226,0.17,5,0.04,4,41198,36,23.93,Direct,Debt_Consolidation,11,PA,40,0
732,162452,0.38,3,0.22,4,28498,60,14.76,Partner,Personal,20,NY,63,0
760,81567,0.02,8,0.51,6,4984,60,28.15,Direct,Debt_Consolidation,28,NY,48,0
573,100874,0.36,7,0.57,2,36128,36,28.39,Direct,Business,8,IL,59,1
833,36636,0.52,16,0.21,8,14004,36,30.14,Direct,Home_Improvement,10,FL,44,0
560,158033,0.08,12,0.79,0,11285,36,14.04,Direct,Auto,17,TX,68,0
587,152254,0.58,13,0.02,8,40640,36,7.87,Partner,Debt_Consolidation,19,MI,71,1
685,191979,0.46,12,0.29,1,15565,36,21.83,Direct,Business,15,PA,45,0
562,124162,0.62,14,0.37,9,8140,36,14.97,Partner,Business,10,CA,34,0
792,157207,0.58,18,0.76,0,33336,36,17.36,Partner,Auto,36,CA,59,0
670,104367,0.37,15,0.51,1,7884,36,25.98,Direct,Auto,7,TX,31,1
818,147714,0.11,17,0.42,0,20447,36,18.06,Direct,Business,33,OH,41,0
740,156152,,15,0.46,5,49939,36,9.93,Partner,Debt_Consolidation,11,FL,30,0
598,160963,0.37,3,0.06,7,39958,36,7.0,Partner,Auto,0,FL,33,0
680,167092,0.43,6,0.08,2,7748,36,13.4,Direct,Personal,37,MI,62,0
792,74868,0.13,7,0.99,1,41299,36,9.3,Direct,Personal,3,CA,29,0
743,121064,0.56,11,0.31,8,21773,60,7.35,Partner,Personal,40,TX,74,1
678,199665,0.1,13,0.65,2,2657,36,30.66,Partner,Debt_Consolidation,39,NY,56,1
734,157888,0.16,18,0.31,1,25174,36,20.08,Direct,Personal,30,OH,46,1
565,143419,0.8,20,0.45,2,32027,60,29.22,Direct,Personal,9,Other,66,1
581,102375,,17,0.28,3,43932,60,27.12,Direct,Home_Improvement,10,Other,58,0
581,37027,0.15,16,0.15,4,6502,36,18.3,Direct,Personal,11,PA,61,1
594,168423,0.74,2,0.12,1,12960,36,10.57,Partner,Business,0,NC,34,0
647,54795,0.25,12,0.71,2,19282,36,21.95,Direct,Auto,12,FL,32,0
817,137879,0.66,5,0.04,9,26275,36,21.14,Direct,Home_Improvement,18,FL,34,0
812,75239,0.21,14,0.26,1,34884,36,19.26,Direct,Debt_Consolidation,37,IL,23,0
601,69050,0.73,9,0.16,8,13200,36,18.17,Partner,Home_Improvement,25,GA,51,0
703,30519,0.78,7,0.76,8,8068,36,17.78,Direct,Home_Improvement,10,IL,53,0
621,54050,0.53,1,0.97,4,10270,36,18.76,Direct,Personal,11,CA,40,1
628,199493,0.44,11,0.0,2,23591,36,19.12,Partner,Home_Improvement,24,Other,74,0
717,94237,0.66,13,0.6,8,5696,36,19.65,Partner,Home_Improvement,38,TX,32,0
753,40255,0.52,4,0.5,0,14843,36,18.06,Direct,Home_Improvement,18,NY,40,1
